,id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
16544,24573484,185675742,De Baarsjes - Oud-West,52.372251635990345,4.849237917603131,Entire home/apt,155,3,4,0.69,1,14
16545,24576271,32880459,De Baarsjes - Oud-West,52.371478611313776,4.864300567890346,Entire home/apt,130,3,3,0.46,1,228
16546,24576572,21512144,Westerpark,52.381214560874945,4.87765616382421,Entire home/apt,220,3,5,0.68,1,0
16547,24577795,29666074,De Baarsjes - Oud-West,52.37203156647834,4.861282212684926,Entire home/apt,225,4,3,0.52,1,0
16548,24577848,4632845,De Baarsjes - Oud-West,52.36155507426016,4.86208383371893,Entire home/apt,275,2,1,0.24,1,0
16549,24578697,80434977,De Aker - Nieuw Sloten,52.34798307014816,4.803307567883491,Entire home/apt,225,1,16,2.1,1,77
16550,24579890,6472394,IJburg - Zeeburgereiland,52.35101339075993,5.008433176405335,Entire home/apt,170,2,7,1.16,1,220
16551,24582105,98213933,Westerpark,52.38366435620816,4.8710529774817015,Entire home/apt,90,3,11,1.59,2,0
16552,24584779,46093048,Centrum-West,52.38055704742697,4.885241222763736,Entire home/apt,113,1,14,1.88,1,0
16553,24586376,49730648,Oud-Oost,52.35661485228642,4.927700040926688,Private room,85,2,8,1.09,1,0
16554,24587779,4083661,Westerpark,52.37462994493728,4.872846158826145,Entire home/apt,130,5,3,0.53,1,1
16555,24588541,185812973,Zuid,52.34847064553328,4.8764765689269804,Entire home/apt,180,2,7,0.99,1,0
16556,24589263,185818757,Centrum-West,52.37481247240278,4.882604689538197,Entire home/apt,459,2,6,0.83,1,67
16557,24590734,8628296,De Pijp - Rivierenbuurt,52.35201402263725,4.8940095964676305,Private room,140,2,41,5.52,1,66
16558,24590980,14229551,De Baarsjes - Oud-West,52.36134365516243,4.867508924855266,Entire home/apt,150,4,2,0.32,1,0
16559,24591960,185836694,De Baarsjes - Oud-West,52.36052355557315,4.868843830814828,Private room,149,1,3,0.55,1,364
16560,24591991,3765319,De Baarsjes - Oud-West,52.358615164944936,4.860276831008365,Entire home/apt,160,3,9,1.27,2,31
16561,24592446,765775,De Pijp - Rivierenbuurt,52.35083018801371,4.8870062517877555,Entire home/apt,99,2,7,1.46,1,0
16562,24594713,5833627,Zuid,52.353962591708616,4.857177666110331,Entire home/apt,275,1,12,1.79,11,319
16563,24596677,185865623,Zuid,52.350792622984095,4.847326112565197,Entire home/apt,275,2,7,4.77,1,356
16564,24596804,178403001,Centrum-Oost,52.362194566994646,4.88594295920782,Private room,150,2,13,1.76,1,358
16565,24596808,185873258,Centrum-Oost,52.36261399181043,4.905900405346679,Entire home/apt,270,2,3,0.45,1,176
16566,24597063,7177465,Bijlmer-Oost,52.30911181773239,4.972199268072478,Entire home/apt,150,2,4,0.58,1,24
16567,24597558,5833627,Zuid,52.35208493763046,4.856044016341587,Entire home/apt,275,1,7,1.07,11,312
16568,24598744,77080427,IJburg - Zeeburgereiland,52.34934280844989,5.009735014833324,Private room,59,2,38,5.25,1,167
16569,24602294,18787526,Centrum-Oost,52.36697758790789,4.924178462889459,Private room,107,3,12,1.86,2,50
16570,24602854,76388583,Slotervaart,52.36677819522461,4.849536252637877,Entire home/apt,160,2,8,1.45,1,0
16571,24603567,5833627,Zuid,52.354440256259885,4.855915813155903,Entire home/apt,300,1,12,1.65,11,302
16572,24613083,19673390,De Baarsjes - Oud-West,52.366351942664856,4.8739283103175,Entire home/apt,145,4,3,0.46,1,8
16573,24613462,45123836,Centrum-West,52.37861186025114,4.894918031882364,Entire home/apt,150,2,6,2.73,1,2
16574,24614259,184959931,De Pijp - Rivierenbuurt,52.35464199199459,4.899275213631145,Entire home/apt,300,3,3,0.69,2,0
16575,24614580,186019659,Bos en Lommer,52.37624698309095,4.847883547948543,Entire home/apt,135,5,1,0.15,1,7
16576,24615544,66617589,Bos en Lommer,52.37780071412441,4.861054095204667,Entire home/apt,125,3,1,0.37,1,0
16577,24615621,129545708,Geuzenveld - Slotermeer,52.37624413638199,4.779773886166671,Entire home/apt,140,3,10,1.44,6,327
16578,24616103,129545708,Geuzenveld - Slotermeer,52.37636900201921,4.778332515394825,Entire home/apt,140,3,3,0.47,6,337
16579,24617242,129545708,Geuzenveld - Slotermeer,52.37559691240665,4.7798101064625085,Entire home/apt,140,3,6,0.88,6,332
16580,24619792,185893691,Watergraafsmeer,52.3391488655738,4.920542686173366,Entire home/apt,110,3,12,1.67,1,2
16581,24620004,186057793,De Baarsjes - Oud-West,52.37077924604501,4.85783949879277,Private room,116,1,5,0.71,1,1
16582,24620451,90168481,Centrum-Oost,52.36092603570322,4.890248065880103,Entire home/apt,110,1,7,0.97,1,23
16583,24624061,85349966,Oud-Oost,52.36549950261859,4.928684933558852,Entire home/apt,90,4,5,0.7,1,0
16584,24625003,39118828,Zuid,52.34711692457011,4.859770946490268,Entire home/apt,150,2,0,,1,296
16585,24625136,185706527,Centrum-Oost,52.36283671925469,4.895636568159436,Private room,245,2,27,3.8,1,218
16586,24625552,9057143,De Pijp - Rivierenbuurt,52.35392001655448,4.899180668672986,Private room,115,2,5,1.46,1,120
16587,24625984,40456170,De Baarsjes - Oud-West,52.36224176938332,4.855325310120819,Entire home/apt,240,2,1,0.14,1,10
16588,24626798,63530556,De Baarsjes - Oud-West,52.36759988811232,4.866302035965315,Entire home/apt,298,2,4,0.76,1,0
16589,24626899,39961001,De Baarsjes - Oud-West,52.36515423288629,4.861879430308891,Entire home/apt,175,4,3,0.47,1,29
16590,24627215,4865909,De Pijp - Rivierenbuurt,52.34949766953463,4.890949662099716,Entire home/apt,150,3,2,0.28,1,0
16591,24628192,186119073,De Pijp - Rivierenbuurt,52.35680003744753,4.901081815972197,Private room,70,1,69,9.37,2,18
16592,24628385,15689702,Zuid,52.35041257667509,4.852449412927444,Entire home/apt,99,2,3,0.43,1,61
16593,24628631,5327999,Zuid,52.353730864708695,4.848642062850281,Entire home/apt,126,2,5,0.68,1,249
16594,24636804,10067442,Oud-Oost,52.359413511046576,4.91235743652551,Entire home/apt,100,2,10,1.42,1,58
16595,24640641,178187873,Centrum-Oost,52.36537818980563,4.88166561664245,Entire home/apt,200,7,3,0.74,6,294
16596,24640925,178187873,Centrum-Oost,52.36417386349683,4.880880135756784,Entire home/apt,200,7,4,0.98,6,282
16597,24641221,6409142,Bos en Lommer,52.37636865024517,4.861621003232539,Entire home/apt,155,3,0,,1,0
16598,24645264,7584616,Bos en Lommer,52.38200781777786,4.857326742375139,Entire home/apt,114,5,1,0.29,1,0
16599,24646128,14303946,IJburg - Zeeburgereiland,52.35298630642147,4.995039015646596,Private room,70,4,6,0.84,2,65
16600,24647832,151371725,Slotervaart,52.357858251678785,4.824444733955472,Private room,140,2,2,0.29,2,0
16601,24649272,32038289,Centrum-Oost,52.3630229094871,4.89070740316775,Private room,120,2,3,0.43,2,0
